"","player","player_id","position","player_game_count","team_name","targets","receptions","caught_percent","yards","touchdowns","grades_offense","grades_pass_route","grades_hands_drop","grades_hands_fumble","grades_pass_block","yards_per_reception","yards_after_catch","yards_after_catch_per_reception","longest","first_downs","drops","interceptions","fumbles","avoided_tackles","targeted_qb_rating","penalties","declined_penalties","season","ï..season","Team","Cap.Number","Cash.Spent","snap_counts_offense","Year","experience"
"861","Rishard Matthews",7211,"WR",7,"NYJ",9,5,55.6,24,0,50.1,47.4,73.4,73.3,NA,4.8,5,1,7,1,0,0,0,0,60.9,0,0,"2018",2018,"Jets",425647,425647,46,2012,"7"
"862","Rishard Matthews",7211,"WR",11,"MIA",59,43,72.9,662,4,73.9,73.2,45.4,79,NA,15.4,245,5.7,53,31,6,1,0,3,125.1,0,0,"2015",2015,"Dolphins",673403,660000,180,2012,"4"
"863","Rishard Matthews",7211,"WR",14,"MIA",21,12,57.1,138,2,64.9,61.5,46,25.1,67.8,11.5,47,3.9,23,9,2,1,1,1,89,1,0,"2014",2014,"Dolphins",583403,570000,99,2012,"3"
"864","Rueben Randle",7065,"WR",16,"NYG",122,71,58.2,938,3,76.9,76.3,77,81.7,NA,13.2,227,3.2,49,48,4,5,0,13,73.7,2,0,"2014",2014,"Giants",897799,689266,338,2012,"3"
"865","Rueben Randle",7065,"WR",16,"NYG",76,41,53.9,611,6,69.2,68.3,52.6,25.9,NA,14.9,209,5.1,37,28,5,8,1,5,67.3,0,0,"2013",2013,"Giants",748166,539633,141,2012,"2"
"866","Rueben Randle",7065,"WR",14,"NYG",32,19,59.4,298,3,76.1,74.4,57.1,74.1,NA,15.7,73,3.8,56,13,1,0,0,3,121.6,0,0,"2012",2012,"Giants",598533,1224132,76,2012,"1"
"867","Rueben Randle",7065,"WR",16,"NYG",87,57,65.5,797,8,63.9,63.2,75.3,80.1,NA,14,202,3.5,72,35,3,4,0,8,106.3,0,0,"2015",2015,"Giants",1047432,838899,343,2012,"4"
"868","Ryan Broyles",7057,"WR",5,"DET",3,2,66.7,25,0,64.5,63.7,68.3,64,NA,12.5,9,4.5,21,2,0,0,0,0,92.4,0,0,"2014",2014,"Lions",1003227,724409,9,2012,"3"
"869","Ryan Broyles",7057,"WR",10,"DET",30,22,73.3,310,2,71.9,72.7,60.7,74.9,NA,14.1,158,7.2,40,16,2,1,0,1,114.6,1,0,"2012",2012,"Lions",668818,1505272,86,2012,"1"
"870","Ryan Broyles",7057,"WR",6,"DET",14,8,57.1,85,0,50,49.4,28.7,71.3,NA,10.6,35,4.4,22,4,3,0,0,1,75,0,0,"2013",2013,"Lions",836023,557205,73,2012,"2"
"871","Stephen Hill",7047,"WR",12,"NYJ",51,24,47.1,342,1,60.6,59.8,53.1,26.1,NA,14.3,96,4,51,16,3,4,1,3,43.1,2,0,"2013",2013,"Jets",1070988,604197,246,2012,"2"
"872","Stephen Hill",7047,"WR",11,"NYJ",46,21,45.7,252,3,56.6,56.8,28.6,74.6,NA,12,38,1.8,33,17,6,2,0,1,66.6,2,0,"2012",2012,"Jets",856791,2257164,129,2012,"1"
"873","T.J. Graham",7071,"WR",11,"NYJ",8,3,37.5,87,1,59.5,57.9,36.8,73.6,NA,29,22,7.3,67,2,0,0,0,1,118.2,0,0,"2014",2014,"Jets",435882,435882,81,2012,"3"
"874","T.J. Graham",7071,"WR",3,"NO",4,4,100,24,0,60.3,64.3,72.1,67,NA,6,39,9.8,18,1,0,0,0,0,91.7,1,0,"2015",NA,NA,NA,NA,3,2012,"4"
"875","T.J. Graham",7071,"WR",15,"BUF",58,31,53.4,322,1,52.4,51.5,29.4,76.9,68.1,10.4,183,5.9,51,14,7,3,0,4,54,3,0,"2012",2012,"Bills",557813,1061252,267,2012,"1"
"876","T.J. Graham",7071,"WR",16,"BUF",55,23,41.8,361,2,57.1,56.3,42.9,27.7,NA,15.7,88,3.8,47,13,4,3,1,4,53.7,3,1,"2013",2013,"Bills",677813,510000,324,2012,"2"
"877","T.Y. Hilton",7092,"WR",14,"IND",116,76,65.5,1270,6,86.6,86,78.3,82.2,NA,16.7,447,5.9,68,53,4,3,0,7,108.8,3,0,"2018",2018,"Colts",1.3e+07,1.1e+07,227,2012,"7"
"878","T.Y. Hilton",7092,"WR",15,"IND",123,82,66.7,1346,7,84.2,82.9,74.3,24.7,NA,16.4,364,4.4,73,63,5,3,3,5,112,0,0,"2014",2014,"Colts",706850,575000,225,2012,"3"
"879","T.Y. Hilton",7092,"WR",10,"IND",67,45,67.2,501,5,75.1,75.4,76.5,78.6,NA,11.1,220,4.9,35,24,2,1,0,3,107.9,4,2,"2019",2019,"Colts",1.5e+07,1.3e+07,180,2012,"8"
"880","T.Y. Hilton",7092,"WR",15,"IND",88,50,56.8,861,7,66.4,66.1,28.9,80.3,NA,17.2,386,7.7,70,30,10,3,0,4,102.5,0,0,"2012",2012,"Colts",521850,917400,161,2012,"1"
"881","T.Y. Hilton",7092,"WR",16,"IND",125,69,55.2,1124,5,78.9,77.8,81.2,82.3,NA,16.3,386,5.6,87,49,3,6,1,5,78.9,1,0,"2015",2015,"Colts",3131850,1.1e+07,267,2012,"4"
"882","T.Y. Hilton",7092,"WR",16,"IND",134,82,61.2,1083,5,77.9,77.6,68.5,85.8,NA,13.2,391,4.8,73,46,6,2,0,9,93,0,0,"2013",2013,"Colts",616850,485000,189,2012,"2"
"883","T.Y. Hilton",7092,"WR",16,"IND",102,57,55.9,966,4,68.9,69.2,69,25.5,NA,16.9,295,5.2,80,37,4,4,2,2,84.8,5,1,"2017",2017,"Colts",1e+07,8e+06,342,2012,"6"
"884","T.Y. Hilton",7092,"WR",16,"IND",143,91,63.6,1448,6,86.7,85.9,54.8,83.7,NA,15.9,328,3.6,63,66,8,5,0,7,96.7,0,0,"2016",2016,"Colts",1.1e+07,9e+06,285,2012,"5"
"885","Toney Clemons",7215,"WR",4,"JAX",9,3,33.3,41,0,53,52.8,36.8,65.8,NA,13.7,14,4.7,17,2,1,1,0,0,9.3,0,0,"2012",2012,"Jaguars",114706,114706,19,2012,"1"
"886","Travis Benjamin",7100,"WR",12,"LAC",23,12,52.2,186,1,61.4,61.6,45.7,78.3,NA,15.5,62,5.2,46,9,2,2,0,2,57.5,0,0,"2018",2018,"Chargers",7e+06,5750000,79,2012,"7"
"887","Travis Benjamin",7100,"WR",14,"SD",71,47,66.2,677,4,67.2,67.3,55.3,36.4,NA,14.4,250,5.3,54,26,5,2,3,6,104,2,2,"2016",2016,"Chargers",4e+06,7750000,133,2012,"5"
"888","Travis Benjamin",7100,"WR",5,"LAC",16,6,37.5,30,0,46.4,47.2,27.9,68.8,NA,5,18,3,13,3,3,0,0,2,45.8,1,0,"2019",2019,"Chargers",3750000,4e+06,43,2012,"8"
"889","Travis Benjamin",7100,"WR",16,"CLV",46,18,39.1,314,3,68.8,69,28,44.8,NA,17.4,47,2.6,43,14,5,2,0,2,66.8,0,0,"2014",2014,"Browns",689250,570000,178,2012,"3"
"890","Travis Benjamin",7100,"WR",8,"CLV",12,5,41.7,105,0,59.1,56,45.8,83.2,NA,21,61,12.2,39,4,1,1,0,2,38.5,0,0,"2013",2013,"Browns",599250,480000,36,2012,"2"
"891","Travis Benjamin",7100,"WR",16,"LAC",63,34,54,567,4,66.7,66.4,53.7,86.2,NA,16.7,215,6.3,62,20,4,4,0,6,79.3,0,0,"2017",2017,"Chargers",6500000,5250000,153,2012,"6"
"892","Travis Benjamin",7100,"WR",16,"CLV",116,68,58.6,966,5,67,67.5,57.4,64.2,NA,14.2,324,4.8,61,40,6,3,1,8,89.2,2,1,"2015",2015,"Browns",779250,660000,217,2012,"4"
"893","Travis Benjamin",7100,"WR",14,"CLV",36,18,50,298,2,65.8,64.2,57.1,26.5,NA,16.6,60,3.3,69,13,2,5,1,2,57.2,0,0,"2012",2012,"Browns",509250,867000,69,2012,"1"
"894","Trindon Holliday",5720,"WR",2,"DEN",2,2,100,17,0,66,76,68.3,64,NA,8.5,17,8.5,15,1,0,0,0,1,102.1,0,0,"2012",2012,"Broncos",390000,390000,2,2010,"3"
"895","Aaron Dobson",7840,"WR",12,"NE",71,37,52.1,519,4,63.6,62.5,28.4,29.1,NA,14,197,5.3,81,25,9,2,1,3,83,2,0,"2013",2013,"Patriots",623340,1278360,204,2013,"1"
"896","Aaron Dobson",7840,"WR",6,"NE",18,13,72.2,141,0,60.4,60.5,63.5,72.3,NA,10.8,35,2.7,24,9,2,0,0,0,94.9,1,0,"2015",2015,"Patriots",935010,716670,56,2013,"3"
"897","Aaron Dobson",7840,"WR",4,"NE",5,3,60,38,0,67.9,71.7,70.5,65.8,NA,12.7,22,7.3,16,2,0,0,0,0,83.8,2,0,"2014",2014,"Patriots",779175,560835,27,2013,"2"
"898","Ace Sanders",7883,"WR",11,"JAX",7,6,85.7,55,0,56.4,55.9,54.5,85,NA,9.2,26,4.3,24,1,1,0,0,0,99.4,0,0,"2014",2014,"Jaguars",498891,378529,8,2013,"2"
"899","Ace Sanders",7883,"WR",15,"JAX",79,51,64.6,484,1,61.9,61.4,73.2,86.4,NA,9.5,291,5.7,51,22,4,2,0,4,75.1,2,1,"2013",2013,"Jaguars",525362,886448,150,2013,"1"
"900","Brice Butler",7991,"WR",14,"OAK",34,21,61.8,280,2,70.1,68.7,59.7,74.6,NA,13.3,83,4,55,13,2,1,0,2,95.2,0,0,"2014",2014,"Raiders",511875,495000,75,2013,"2"
"901","Brice Butler",7991,"WR",9,"OAK",17,9,52.9,103,0,56.7,55.7,29.1,70.6,NA,11.4,26,2.9,29,4,3,2,0,0,31.9,0,0,"2013",2013,"Raiders",421875,472500,65,2013,"1"
"902","Brice Butler",7991,"WR",16,"DAL",30,16,53.3,219,3,61.1,63.2,67.7,73.6,NA,13.7,19,1.2,41,11,1,1,0,1,96.4,3,0,"2016",2016,"Cowboys",675000,675000,194,2013,"4"
"903","Brice Butler",7991,"WR",13,"DAL",22,15,68.2,317,3,65.9,64.9,39.8,73.3,NA,21.1,32,2.1,53,10,3,1,0,1,131.6,1,0,"2017",2017,"Cowboys",1100000,1100000,102,2013,"5"
"904","Brice Butler",7991,"WR",7,"DAL",23,12,52.2,258,0,68,67.8,80,72.3,NA,21.5,97,8.1,67,10,2,2,0,1,56.1,0,0,"2015",2015,"Cowboys",550588,550588,85,2013,"3"
"905","Brice Butler",7991,"WR",8,"MIA",10,6,60,60,1,56.9,60.7,75.6,69.5,NA,10,2,0.3,23,4,0,0,0,1,110.4,3,0,"2018",2018,"Dolphins",325294,325294,43,2013,"6"
"906","Cordarrelle Patterson",7810,"WR",16,"MIN",72,45,62.5,469,4,80.3,72.2,53.9,87.8,NA,10.4,286,6.4,79,19,5,2,0,9,88.3,1,0,"2013",2013,"Vikings",1312918,4036672,127,2013,"1"
"907","Cordarrelle Patterson",7810,"WR",16,"OAK",41,31,75.6,309,0,65.5,65.4,77.8,23,62.4,10,214,6.9,59,13,1,0,0,9,96.5,1,0,"2017",2017,"Raiders",5600000,5250000,128,2013,"5"
"908","Cordarrelle Patterson",7810,"WR",14,"CHI",15,11,73.3,83,0,54.7,53.7,78.7,84.8,80.5,7.5,74,6.7,33,3,0,0,0,3,86.3,1,0,"2019",2019,"Bears",4234375,5250000,54,2013,"7"
"909","Cordarrelle Patterson",7810,"WR",15,"MIN",58,33,56.9,384,1,67.2,63.7,70.1,58.1,NA,11.6,170,5.2,28,20,2,5,0,6,46.9,2,0,"2014",2014,"Vikings",1641147,733229,171,2013,"2"
"910","Cordarrelle Patterson",7810,"WR",15,"NE",27,21,77.8,247,3,72.6,73.6,72.1,60.6,NA,11.8,166,7.9,55,11,1,0,0,2,141.8,2,0,"2018",2018,"Patriots",3250000,3250000,78,2013,"6"
"911","Cordarrelle Patterson",7810,"WR",8,"MIN",2,2,100,10,0,67.6,62.9,68.3,51.5,NA,5,3,1.5,9,1,0,0,0,0,87.5,0,0,"2015",2015,"Vikings",1969376,1061458,38,2013,"3"
"912","Cordarrelle Patterson",7810,"WR",16,"MIN",64,52,81.3,453,2,64.5,64,80.1,58.1,67.1,8.7,327,6.3,39,22,1,1,0,10,100.1,3,0,"2016",2016,"Vikings",2297605,1389687,138,2013,"4"
"913","DeAndre Hopkins",7808,"WR",16,"HST",159,115,72.3,1572,11,92.4,92.5,92,40.5,NA,13.7,387,3.4,49,81,0,3,2,12,118.8,2,1,"2018",2018,"Texans",1.4e+07,12500000,411,2013,"6"
"914","DeAndre Hopkins",7808,"WR",15,"HST",146,104,71.2,1165,7,87.3,87.8,78.2,84.1,NA,11.2,384,3.7,43,68,6,1,0,10,107.8,3,1,"2019",2019,"Texans",1.4e+07,12500000,349,2013,"7"
"915","DeAndre Hopkins",7808,"WR",16,"HST",91,52,57.1,802,2,68.7,69,79.7,38.5,NA,15.4,176,3.4,66,38,1,3,1,1,80,4,1,"2013",2013,"Texans",1386673,4331692,344,2013,"1"
"916","DeAndre Hopkins",7808,"WR",16,"HST",120,76,63.3,1210,6,84,83.6,84.6,28.6,83.2,15.9,384,5.1,76,58,3,6,2,7,92.7,3,0,"2014",2014,"Texans",1733341,751668,481,2013,"2"
"917","DeAndre Hopkins",7808,"WR",16,"HST",138,78,56.5,954,4,77.5,76.2,78,82.1,NA,12.2,250,3.2,51,56,4,9,0,6,60.5,5,0,"2016",2016,"Texans",2426677,1445004,430,2013,"4"
"918","DeAndre Hopkins",7808,"WR",15,"HST",164,96,58.5,1378,13,90.2,90.3,80.4,57.1,NA,14.4,346,3.6,72,69,5,6,1,4,97.1,6,1,"2017",2017,"Texans",1.8e+07,2.4e+07,390,2013,"5"
"919","DeAndre Hopkins",7808,"WR",16,"HST",187,111,59.4,1521,11,90.4,90.6,75.5,60.2,66.2,13.7,216,1.9,61,83,7,5,1,5,93.9,6,1,"2015",2015,"Texans",2080009,1098336,446,2013,"3"
"920","Denard Robinson",7917,"HB",11,"JAX",28,21,75,164,0,57.9,58.3,47.8,26.3,69,7.8,155,7.4,16,8,3,0,0,4,89,0,0,"2015",2015,"Jaguars",638403,585000,46,2013,"3"
"921","Denard Robinson",7917,"HB",13,"JAX",28,23,82.1,124,0,55.9,61.1,61.3,56.8,68.6,5.4,202,8.8,19,6,2,1,0,5,70.2,0,0,"2014",2014,"Jaguars",527579,474176,111,2013,"2"
"922","Denard Robinson",7917,"HB",10,"JAX",1,0,0,0,0,29.5,40.2,27.9,16.4,79.6,NA,0,NA,0,0,1,0,0,0,39.6,0,0,"2013",2013,"Jaguars",458403,618612,9,2013,"1"
"923","Denard Robinson",7917,"HB",6,"JAX",5,3,60,22,0,56.2,44.4,36.2,82,35.9,7.3,31,10.3,11,1,1,0,0,0,70.4,0,0,"2016",2016,"Jaguars",728403,675000,20,2013,"4"
"924","Jeremy Ebert",7219,"WR",5,"JAX",7,3,42.9,18,0,52.2,50.5,70.5,65.8,NA,6,5,1.7,8,0,0,0,0,0,50.3,0,0,"2013",2013,"Jaguars",129176,129176,1,2012,"2"
"925","Josh Boyce",7884,"WR",9,"NE",19,9,47.4,121,0,60.8,58.2,28.1,76.9,NA,13.4,78,8.7,30,6,4,1,0,3,46.2,0,0,"2013",2013,"Patriots",524250,882000,51,2013,"1"
"926","Junior Hemingway",7222,"WR",13,"KC",20,12,60,108,0,53.1,53.2,31,71.9,NA,9,70,5.8,17,8,3,0,0,2,74.6,0,0,"2014",2014,"Chiefs",495000,495000,104,2012,"3"
"927","Junior Hemingway",7222,"WR",16,"KC",19,13,68.4,125,2,53.3,53.1,80,18.8,NA,9.6,30,2.3,24,6,0,0,2,0,121.6,0,0,"2013",2013,"Chiefs",405000,405000,160,2012,"2"
"928","Justin Hunter",7815,"WR",14,"TEN",41,18,43.9,354,4,68.5,67.8,32.2,73.9,NA,19.7,92,5.1,57,16,5,0,0,1,107.2,1,0,"2013",2013,"Titans",986209,2729836,115,2013,"1"
"929","Justin Hunter",7815,"WR",12,"TEN",66,28,42.4,498,3,62.9,61.3,30.2,76.3,NA,17.8,186,6.6,75,20,7,4,0,7,58.8,1,0,"2014",2014,"Titans",1232761,651552,194,2013,"2"
"930","Justin Hunter",7815,"WR",13,"BUF",23,10,43.5,189,4,62.3,61.6,58.9,71.1,NA,18.9,27,2.7,64,10,1,1,0,0,94,0,0,"2016",2016,"Bills",555882,555882,98,2013,"4"
"931","Justin Hunter",7815,"WR",7,"PIT",9,4,44.4,23,1,56.2,56.3,72.1,67,NA,5.8,13,3.3,7,2,0,0,0,0,88.7,0,0,"2017",2017,"Steelers",695000,855000,15,2013,"5"
"932","Justin Hunter",7815,"WR",9,"TEN",31,22,71,264,1,63.1,61.6,60.5,74.9,NA,12,41,1.9,29,12,2,0,0,0,107.5,2,0,"2015",2015,"Titans",1479313,898104,121,2013,"3"
"933","Justin Hunter",7815,"WR",4,"PIT",13,3,23.1,21,0,53.1,53.1,42.1,67,NA,7,3,1,12,2,1,0,0,0,39.6,1,1,"2018",2018,"Steelers",710000,870000,35,2013,"6"
"934","Keenan Allen",7857,"WR",16,"LAC",147,102,69.4,1393,6,89.3,89.7,54.2,58.7,67.4,13.7,523,5.1,51,74,11,2,1,13,107.3,7,1,"2017",2017,"Chargers",8650000,6750000,312,2013,"5"
"935","Keenan Allen",7857,"WR",14,"SD",112,77,68.8,783,4,76.1,74.9,83.4,56,NA,10.2,311,4,35,42,4,6,1,12,78.1,1,0,"2014",2014,"Chargers",658450,505000,309,2013,"2"
"936","Keenan Allen",7857,"WR",16,"LAC",125,97,77.6,1196,6,90.3,90.5,90,61.7,NA,12.3,402,4.1,54,62,3,2,2,7,115.9,5,0,"2018",2018,"Chargers",9650000,7750000,277,2013,"6"
"937","Keenan Allen",7857,"WR",16,"LAC",147,104,70.7,1199,6,80.3,81.2,82.4,84.1,70,11.5,378,3.6,45,63,5,8,0,7,86,3,0,"2019",2019,"Chargers",12150000,10250000,289,2013,"7"
"938","Keenan Allen",7857,"WR",8,"SD",86,67,77.9,725,4,79.2,78.8,69.2,49,NA,10.8,249,3.7,38,34,5,2,0,9,107.6,3,0,"2015",2015,"Chargers",753450,6e+05,178,2013,"3"
"939","Keenan Allen",7857,"WR",15,"SD",101,71,70.3,1046,8,83.7,83.4,70.1,57.8,NA,14.7,427,6,43,55,5,3,1,13,117.8,5,0,"2013",2013,"Chargers",558450,1018800,397,2013,"1"
"940","Keenan Allen",7857,"WR",1,"SD",7,6,85.7,63,0,88.3,85.3,74.6,68.8,NA,10.5,23,3.8,15,5,0,0,0,0,104.2,0,0,"2016",2016,"Chargers",7724450,15171000,9,2013,"4"
"941","Kenny Stills",7926,"WR",15,"NO",80,63,78.8,931,3,78.4,78.2,71.3,56.3,NA,14.8,190,3,69,47,4,3,1,3,112,1,0,"2014",2014,"Saints",543613,495000,141,2013,"2"
"942","Kenny Stills",7926,"WR",16,"MIA",75,42,56,726,9,67.7,69.2,68,78.5,NA,17.3,187,4.5,74,31,3,5,0,5,100.9,6,3,"2016",2016,"Dolphins",1671000,1671000,302,2013,"4"
"943","Kenny Stills",7926,"WR",16,"NO",46,32,69.6,641,5,62.6,61.7,78.4,77.6,NA,20,195,6.1,76,24,1,1,0,1,139.3,1,0,"2013",2013,"Saints",453613,599452,160,2013,"1"
"944","Kenny Stills",7926,"WR",15,"MIA",60,37,61.7,553,6,64.7,67,64.1,78.7,NA,14.9,135,3.6,75,27,3,2,0,2,111.3,6,0,"2018",2018,"Dolphins",9750000,8e+06,279,2013,"6"
"945","Kenny Stills",7926,"WR",16,"MIA",101,58,57.4,847,6,59.9,62.5,76.4,18.5,NA,14.6,162,2.8,61,35,3,5,4,5,84.1,9,1,"2017",2017,"Dolphins",3750000,9e+06,290,2013,"5"
"946","Kenny Stills",7926,"WR",16,"MIA",59,27,45.8,440,3,59.9,58.9,45.7,75.9,NA,16.3,107,4,47,18,4,2,0,0,74.1,0,0,"2015",2015,"Dolphins",585000,585000,162,2013,"3"
"947","Kenny Stills",7926,"WR",13,"HST",53,40,75.5,561,4,72.2,72.2,74.4,78.1,71.8,14,143,3.6,45,27,2,1,0,0,126.4,1,1,"2019",2019,"Texans",7975000,7975000,193,2013,"7"
"948","Marcus Easley",5631,"WR",5,"BUF",3,1,33.3,58,1,55.7,57.4,64.7,61.2,NA,58,17,17,58,1,0,0,0,0,121.5,0,0,"2015",2015,"Bills",1350000,2625000,15,2010,"6"
"949","Marcus Easley",5631,"WR",7,"BUF",5,2,40,13,0,47.1,46.7,29.9,71.4,NA,6.5,0,0,9,0,1,1,0,0,8.3,0,0,"2013",2013,"Bills",480000,480000,24,2010,"4"
"950","Markus Wheaton",7860,"WR",16,"PIT",83,53,63.9,644,2,68.9,67.8,80.1,84.3,NA,12.2,154,2.9,47,33,2,2,0,5,85.6,0,0,"2014",2014,"Steelers",662844,515000,235,2013,"2"
"951","Markus Wheaton",7860,"WR",3,"PIT",9,4,44.4,51,1,54.1,53.9,45.8,68,NA,12.8,8,2,30,2,1,0,0,0,99.8,0,0,"2016",2016,"Steelers",1818844,1671000,20,2013,"4"
"952","Markus Wheaton",7860,"WR",12,"PIT",12,6,50,64,0,55.1,52.3,29.8,71.2,NA,10.7,38,6.3,21,5,2,1,0,0,31.3,0,0,"2013",2013,"Steelers",552844,996376,48,2013,"1"
"953","Markus Wheaton",7860,"WR",11,"CHI",17,3,17.6,51,0,49.9,51.2,36.2,65.8,NA,17,3,1,22,2,0,1,0,0,15.1,1,0,"2017",2017,"Bears",5250000,6e+06,62,2013,"5"
"954","Markus Wheaton",7860,"WR",16,"PIT",76,44,57.9,749,5,69.9,70.3,61.9,80.2,NA,17,168,3.8,72,32,4,3,0,4,96.9,2,1,"2015",2015,"Steelers",752844,605000,195,2013,"3"
"955","Marquess Wilson",8019,"WR",8,"CHI",2,2,100,13,0,54.8,54.9,68.3,64,NA,6.5,10,5,10,1,0,0,0,1,93.8,0,0,"2013",2013,"Bears",416787,452148,35,2013,"1"
"956","Marquess Wilson",8019,"WR",7,"CHI",32,17,53.1,140,1,53.4,51.8,41.9,73.6,NA,8.2,51,3,17,7,3,2,0,0,49,1,0,"2014",2014,"Bears",402669,390882,105,2013,"2"
"957","Marquess Wilson",8019,"WR",3,"CHI",16,9,56.3,160,1,74.6,72.4,38.7,70.6,NA,17.8,45,5,35,8,2,1,0,0,85.4,0,0,"2016",2016,"Bears",1682787,1671000,12,2013,"4"
"958","Marquess Wilson",8019,"WR",11,"CHI",47,28,59.6,464,1,63.5,62.6,46.7,76.1,NA,16.6,191,6.8,50,20,4,2,0,3,82.2,0,0,"2015",2015,"Bears",596787,585000,240,2013,"3"
"959","Marquise Goodwin",7859,"WR",2,"BUF",2,2,100,24,0,72.4,71.7,68.3,68.7,NA,12,0,0,14,2,0,0,0,0,116.7,0,0,"2015",2015,"Bills",764719,615000,17,2013,"3"
"960","Marquise Goodwin",7859,"WR",12,"BUF",32,17,53.1,283,3,68.5,66.6,69,38.8,NA,16.6,54,3.2,59,13,1,2,1,0,88.4,1,0,"2013",2013,"Bills",554719,1003876,107,2013,"1"
"961","Marquise Goodwin",7859,"WR",11,"SF",41,23,56.1,395,4,62.7,63.8,73.5,20.1,NA,17.2,130,5.7,67,19,1,4,1,2,81.9,1,0,"2018",2018,"49ers",6275000,6500000,168,2013,"6"
"962","Marquise Goodwin",7859,"WR",8,"SF",21,12,57.1,186,1,59.6,58,28.7,72.5,NA,15.5,38,3.2,38,10,4,0,0,0,102.5,0,0,"2019",2019,"49ers",3968750,3281250,127,2013,"7"
"963","Marquise Goodwin",7859,"WR",15,"BUF",63,29,46,431,3,62.1,62.3,68.1,76.6,NA,14.9,95,3.3,84,20,3,4,0,2,58.4,4,1,"2016",2016,"Bills",859719,710000,227,2013,"4"
"964","Marquise Goodwin",7859,"WR",16,"SF",99,56,56.6,962,2,77,76.4,48.3,80.5,NA,17.2,193,3.4,83,46,6,2,0,6,88,6,1,"2017",2017,"49ers",3250000,4500000,256,2013,"5"
"965","Marquise Goodwin",7859,"WR",10,"BUF",9,1,11.1,42,0,51.4,51.5,64.7,23.3,NA,42,5,5,42,1,0,2,1,0,6.9,0,0,"2014",2014,"Bills",674719,525000,25,2013,"2"
"966","Nick Toon",7122,"WR",8,"NO",10,4,40,68,0,51.7,49.9,27.5,68,NA,17,7,1.8,35,2,3,1,0,0,24.2,0,0,"2013",2013,"Saints",581903,480000,59,2012,"2"
"967","Nick Toon",7122,"WR",7,"NO",23,17,73.9,215,1,64.4,62.5,54.3,23.6,NA,12.6,47,2.8,24,14,1,1,1,2,99,0,0,"2014",2014,"Saints",671903,570000,59,2012,"3"
"968","Quinton Patton",7910,"WR",14,"SF",59,37,62.7,408,0,62.1,58.6,55.9,29.7,61.6,11,199,5.4,45,21,4,1,1,5,76.1,1,0,"2016",2016,"49ers",772875,675000,289,2013,"4"
"969","Quinton Patton",7910,"WR",4,"SF",7,3,42.9,44,0,51.8,55.3,70.5,16.4,NA,14.7,0,0,35,1,0,0,0,0,64,0,0,"2014",2014,"49ers",592875,495000,39,2013,"2"
"970","Quinton Patton",7910,"WR",6,"SF",6,3,50,34,0,58.1,54.6,36.8,69.1,NA,11.3,6,2,29,1,1,0,0,1,67.4,0,0,"2013",2013,"49ers",502875,796500,12,2013,"1"
"971","Quinton Patton",7910,"WR",16,"SF",53,30,56.6,394,1,65.7,66.7,42.3,89.7,NA,13.1,214,7.1,41,15,5,1,0,7,78.7,4,1,"2015",2015,"49ers",682875,585000,102,2013,"3"
"972","Robert Woods",7822,"WR",15,"LA",129,90,69.8,1134,2,82.2,80.4,90.4,85.1,79.3,12.6,580,6.4,48,54,2,6,0,7,82.6,7,1,"2019",2019,"Rams",7675000,6500000,327,2013,"7"
"973","Robert Woods",7822,"WR",16,"LA",127,86,67.7,1219,6,87.9,87.9,90.8,84.7,78.9,14.2,428,5,39,66,2,3,0,7,104.4,5,0,"2018",2018,"Rams",5475038,9200038,388,2013,"6"
"974","Robert Woods",7822,"WR",12,"LA",80,56,70,781,5,79.1,76.8,74.7,41.5,81.1,13.9,286,5.1,94,36,3,0,1,6,121.9,3,0,"2017",2017,"Rams",7e+06,7300000,267,2013,"5"
"975","Robert Woods",7822,"WR",16,"BUF",98,64,65.3,697,5,68.6,68.1,52.2,48.3,NA,10.9,208,3.3,37,36,8,2,1,6,94.6,2,1,"2014",2014,"Bills",1106084,626217,291,2013,"2"
"976","Robert Woods",7822,"WR",13,"BUF",71,51,71.8,613,1,71.4,71.5,59.3,79.7,NA,12,127,2.5,34,32,3,1,0,3,96.7,4,0,"2016",2016,"Bills",1548517,1068650,252,2013,"4"
"977","Robert Woods",7822,"WR",14,"BUF",79,47,59.5,552,3,61.8,61,63.2,26.3,62.3,11.7,146,3.1,37,28,4,2,2,3,82.9,6,1,"2015",2015,"Bills",1327301,847434,296,2013,"3"
"978","Robert Woods",7822,"WR",14,"BUF",81,40,49.4,587,3,63.9,62.3,67.1,82.1,NA,14.7,112,2.8,57,26,4,3,0,2,70.3,3,1,"2013",2013,"Bills",884867,2324468,392,2013,"1"
"979","Stedman Bailey",7873,"WR",10,"SL",23,17,73.9,226,0,70.9,71,82.7,74.7,NA,13.3,45,2.6,28,10,1,0,0,2,104.6,1,0,"2013",2013,"Rams",536850,932400,62,2013,"1"
"980","Stedman Bailey",7873,"WR",14,"SL",42,29,69,416,1,74,72.7,69.6,81.3,NA,14.3,170,5.9,38,18,3,0,0,8,108.8,1,0,"2014",2014,"Rams",583919,452069,111,2013,"2"
"981","Stedman Bailey",7873,"WR",8,"SL",22,12,54.5,182,1,58.8,56.6,45.7,71.9,NA,15.2,71,5.9,68,7,2,0,0,1,97.2,1,0,"2015",2015,"Rams",587739,428743,94,2013,"3"
